name,ra,dec,vmag
,293.5353566894,-40.0346395887,5.9100
,23.5692499028,37.2371647332,5.9100
,257.1980809193,-30.4037173062,5.9110
,12.0725406067,7.2999304706,5.9120
,307.3629618655,56.0681917206,5.9120
,85.2733159801,0.3377544064,5.9120
,48.3494679592,48.1769556839,5.9130
,314.1078980362,49.1958311936,5.9130
,205.5965976123,82.7524195291,5.9130
,260.7281211613,-37.2207887673,5.9140
,249.7717775035,-37.2173760484,5.9140
,245.6211145417,-43.9120551456,5.9150
,250.4029135498,26.9168801970,5.9160
,113.0240121519,-8.8813264586,5.9160
,101.3455849734,-31.7936481139,5.9160
,268.1476635702,1.3050110810,5.9170
,236.6448296251,55.4747883337,5.9170
,17.9312839027,-2.2510780224,5.9180
,125.7253939779,-7.5431219100,5.9180
,49.9824825552,27.0711300899,5.9180
,109.3904936210,52.1310673617,5.9180
,315.9484266736,53.2859116798,5.9180
,349.1657956203,-44.4891635941,5.9180
,171.3879066121,-37.7475746500,5.9180
,190.9085397668,-1.5769957398,5.9180
,243.5931879151,-33.0110882013,5.9180
,206.5794236770,38.5036234684,5.9190
,60.1694021735,-30.4907083674,5.9190
,163.8217575096,-60.5170011018,5.9200
,340.0766957823,53.8459266950,5.9200
,225.3628704708,60.2044620039,5.9200
,65.4658593091,56.5063152964,5.9200
,138.3935555981,-47.3384062189,5.9200
,241.5266213852,-23.6063471226,5.9200
,303.0029229713,26.4788066023,5.9200
,74.7556892488,-16.3760360311,5.9200
,204.3016622375,-61.6918543583,5.9200
,128.9624065871,6.6202137509,5.9200
,272.3911802333,3.9932971944,5.9200
,225.0470908676,-77.1605517643,5.9200
,42.5615986004,-35.8436175629,5.9200
,101.6350604960,8.5871576073,5.9200
,76.9809789905,21.7048192689,5.9200
,343.7956702875,-4.9878979722,5.9200
,355.2871345286,-11.6806514239,5.9200
,21.0854255704,-6.9146592983,5.9200
,115.0563692092,-19.6608601142,5.9210
,58.3889297467,-46.8936849396,5.9210
,340.4893994357,14.5163939876,5.9210
,259.1321407951,1.2105551531,5.9210
,66.2722372359,-61.2381920557,5.9220
,27.7165525404,11.0433783323,5.9220
,8.2933103859,54.8949860066,5.9220
,56.5390152890,6.8035246649,5.9220
,266.9032484790,-14.7258263360,5.9230
,171.7896486918,-12.3567490014,5.9230
,1.9454149453,-22.5085569930,5.9230
,333.0337237786,24.9506425599,5.9230
,210.8604430524,-56.2134344265,5.9230
,295.6858582647,32.4267423051,5.9250
,220.1766370007,13.5343228078,5.9250
,214.8495004396,-37.0029068588,5.9250
,81.1604989320,31.1431483398,5.9250
,116.6669921803,65.4556740565,5.9250
,43.3933203216,-38.4370012594,5.9260
,234.1218317811,16.1190842292,5.9260
,186.2990188287,-11.6105885020,5.9260
,22.5954373818,-26.2078516261,5.9260
,330.7659279400,-76.1184590637,5.9260
,11.2377190331,-42.6765589345,5.9260
,209.8228500330,-50.3696478197,5.9270
,173.1980689979,-7.8275252115,5.9270
,62.2565445987,13.3982815790,5.9270
,52.6892506436,6.1887046660,5.9270
,86.6266243988,56.1155756833,5.9270
,165.9024661519,-0.0008306925,5.9270
,104.2521742950,33.6810397702,5.9270
,194.1320379068,-72.1852130695,5.9280
,68.3778337190,72.5286056438,5.9280
,285.9898293827,-51.0186031914,5.9280
,150.5004006142,-60.4208908960,5.9280
,174.4515759762,-67.6203789046,5.9290
,309.6457963499,23.6804964001,5.9290
,27.1621882142,37.9528702452,5.9290
,134.1421941780,-16.7087491414,5.9290
,27.7268133871,-50.2061368065,5.9290
,269.0793143800,-15.8125281798,5.9290
,162.1689810133,-1.9588957074,5.9300
,332.9638789420,16.0405549904,5.9300
,125.1339014740,24.0223111489,5.9300
,106.8433275064,34.0092888329,5.9300
,305.6887317038,41.0260125399,5.9300
,195.2900636729,17.1231465759,5.9300
,43.9520749992,18.3316397044,5.9300
,139.6764829991,-51.5606496012,5.9300
,224.8463146099,4.5677605996,5.9300
,99.3076581708,-36.9906570167,5.9300
,305.9715878958,-42.4228432167,5.9300
,138.9690790922,72.9463244754,5.9300
,216.0036586922,8.2439675878,5.9300
,225.4538372042,-0.1402977944,5.9300
,234.8426839084,36.6368297662,5.9300
,236.0944756287,-41.8190883673,5.9300
,156.2475745576,-58.5763022612,5.9300
,48.1072732694,-44.4196647873,5.9300
,284.0028079666,-23.1737532447,5.9300
,291.2668436209,-29.3093577485,5.9300
,49.5107937072,-28.7970642526,5.9300
,97.4544309917,-50.2390845778,5.9300
,163.9266504411,0.7369192708,5.9300
,24.0354456311,-29.9073030653,5.9300
,279.4767799191,-21.3977286060,5.9310
,43.3971763810,-22.3763115672,5.9310
,342.8442884345,61.6967414784,5.9310
,114.1959794200,55.7550625497,5.9310
,45.1839209323,10.8703917648,5.9310
,148.4587455152,-51.1467099808,5.9320
,203.6685424838,-13.2143254342,5.9320
,287.9417018656,31.2834565963,5.9320
,15.7260612760,41.3452135501,5.9320
,64.3300909323,-6.4721738613,5.9320
,345.3821214164,-4.7114593136,5.9330
,67.1626552963,-19.4588731366,5.9330
,299.8351002102,45.7725415826,5.9330
,254.1198713722,-52.2837468164,5.9330
,32.8993123667,-1.8254269234,5.9330
,51.5938536127,-27.3174797774,5.9330
,255.1541224368,-35.9341342745,5.9340
,18.1893019980,-37.8564776745,5.9340
,82.6090156632,15.3604471597,5.9340
,111.7347018405,20.2575547719,5.9350
,277.9874729679,-1.0029752111,5.9360
,8.8868058557,-0.5056107563,5.9360
,357.5613735874,-9.9741370413,5.9360
,117.3110394974,-35.2432862530,5.9360
,87.5544391984,4.4234056394,5.9360
,143.2323935860,-13.5168042547,5.9370
,3.4260174079,-26.0223513574,5.9370
,356.6530690166,66.7822448126,5.9370
,305.0007860689,13.5480884901,5.9380
,139.3799115383,46.8172285058,5.9380
,24.6145162583,-36.5282501889,5.9390
,105.0989854445,-8.4068185075,5.9390
,99.1941585581,-13.3210212545,5.9390
,270.0147018366,80.0008467231,5.9390
,343.4173175875,44.7491602417,5.9400
,175.1770032649,-53.9686065170,5.9400
,30.6461542132,13.4767208967,5.9400
,358.2315132862,-3.1554815553,5.9400
,108.9301736100,-10.5836028628,5.9400
,102.9267530562,-36.2302721941,5.9400
,177.1612893708,14.2842079139,5.9400
,125.8410119607,18.3321617926,5.9400
,139.6079541780,35.3640757381,5.9400
,173.6770426479,16.7969154408,5.9400
,326.2219964123,62.4605690687,5.9400
,7.5830600931,59.9775526325,5.9400
,105.6063911358,17.7555195921,5.9400
,208.9119818537,-82.6661908657,5.9400
,244.7517350420,-14.8728139751,5.9400
,261.6922721223,34.6958010828,5.9400
,290.3979926249,76.5595992116,5.9400
,126.4649825987,-64.6006194709,5.9400
,349.8504439594,-18.0753738273,5.9400
,193.4538325653,-60.3762416215,5.9400
,315.6131894277,-38.5309695679,5.9400
,264.4008462425,-15.5710330542,5.9400
,321.4459378731,36.6673844953,5.9400
,61.9975704677,17.3398978701,5.9400
,253.4000000000,-42.0833333333,5.9400
,108.5452086883,-3.9017781184,5.9400
,235.4778669145,-76.0819643948,5.9410
,162.7725339394,-3.0926667216,5.9410
,112.6288277174,-54.3993648809,5.9410
,172.6297132782,43.1732413772,5.9420
,17.6398043395,2.4456743400,5.9420
,30.9506815797,-0.3402427342,5.9420
,115.3964793210,3.6247791288,5.9420
,108.7381379108,-41.4263947736,5.9420
,121.1766650813,-50.5903963678,5.9430
,197.4386717217,-10.3293396767,5.9430
,359.3329547462,-62.9565974038,5.9430
,128.8695876421,-26.8434878094,5.9440
,243.3207051308,-53.6711743276,5.9440
,353.7056647381,-15.2460023037,5.9440
,244.2725442782,-67.9412841729,5.9440
,89.0594651378,-22.8399761603,5.9450
,41.2070709694,67.8246312016,5.9450
,277.3330998458,-80.2327070050,5.9460
,51.4010532229,-69.3364343927,5.9460
,147.3670152978,-37.1867642580,5.9460
,354.7923930299,75.2928815584,5.9460
,58.2918591314,17.3270853528,5.9460
,187.9838001514,-63.5058393153,5.9460
,108.8384422100,-52.4992241683,5.9470
,104.7376015925,3.6023557195,5.9470
,144.8661441314,67.2722291233,5.9470
,210.2185195913,-66.2689110513,5.9480
,88.0841725775,-57.1561892932,5.9480
,300.0663871192,-37.7017226047,5.9480
,127.1555813168,14.2108242442,5.9480
,326.0040172106,-14.7493721848,5.9490
,191.2475206843,39.2789161479,5.9500
,144.3683359963,-36.0959941404,5.9500
,129.5790881170,32.8020168276,5.9500
,67.6680400730,-35.6535103607,5.9500
,161.2667938802,67.4113830729,5.9500
,229.6384166667,2.0810277778,5.9500
,230.8011269000,30.2884603000,5.9500
,87.0009711917,6.4541542306,5.9500
,137.6616542348,30.9631364230,5.9500
,148.4288509864,5.9585761721,5.9500
,295.4539729151,50.5250609824,5.9500
,271.5988313299,-36.0197862770,5.9500
,33.1564159269,24.1677808215,5.9500
,353.4884461708,31.3252872444,5.9500
,234.9855987545,-59.9083353106,5.9500
,322.2490528669,22.1794391532,5.9500
,337.4418930886,-27.1072617447,5.9500
,124.5997790343,-12.6321714410,5.9500
,136.3503952482,48.5303155677,5.9500
,311.0918821233,56.4884051968,5.9500
,137.1972127295,26.6291158995,5.9500
LSF 1,258.8995922157,-38.5939358058,5.9500
,65.5947072474,20.8214131661,5.9500
,286.7316957346,-48.2991443144,5.9510
,126.4816252315,-14.9296612101,5.9510
,27.7380338704,51.9334176960,5.9510
,95.9074532846,-52.1809112822,5.9510
,319.7167789042,11.2033807803,5.9510
,106.8053385982,-51.9682736871,5.9520
,265.3846810715,6.3131579247,5.9520
,72.2098048612,75.9412198870,5.9520
,110.0892616053,-52.3115252167,5.9530
,346.8696488373,21.1342529910,5.9530
,105.8246426270,9.1383578383,5.9530
,273.8211896342,68.7558172461,5.9530
,331.1531931115,-26.8223598447,5.9530
,318.3290064475,-36.4235282304,5.9540
,125.3004131664,-57.9732200066,5.9540
,182.7499149865,81.7098305941,5.9550
,76.8540132442,-12.4912704248,5.9560
,133.0490347414,45.3128203165,5.9560
,205.7291724521,-41.4010997373,5.9560
,204.2750459967,-44.1432025849,5.9570
,214.0172487363,18.9118014513,5.9570
,295.0298533222,-23.4290843094,5.9570
,154.6176841218,-41.6684893489,5.9570
,238.7515063492,-19.3829318454,5.9570
,228.9736383570,-48.0736852981,5.9580
,323.0607073458,-33.9446259828,5.9580
,65.0601069591,41.8081188959,5.9580
,304.5291158557,40.7320838373,5.9580
,267.8855487464,-40.7724647006,5.9580
,334.7530866459,-13.3049927171,5.9590
,90.4294160955,48.9594456372,5.9590
,149.3067151766,57.4182050283,5.9590
,5.3698843365,-77.4268817228,5.9590
,178.7500493031,-63.2791807631,5.9600
,354.9793348652,9.6772970030,5.9600
,79.0756222103,34.3123178900,5.9600
,314.7686751125,4.2935051778,5.9600
,357.4141450324,28.8423894836,5.9600
,276.7675961689,-53.1102089183,5.9600
,205.6809570261,34.9890206875,5.9600
,293.4233585285,49.2623187540,5.9600
,314.1449079429,44.9247224700,5.9600
,179.8230508578,33.1670024375,5.9600
,88.0322044444,-9.0419013593,5.9600
,108.3501042776,-22.6742416318,5.9600
,181.2383941241,-60.9682530659,5.9600
,314.6251398935,50.4617918637,5.9600
,223.1469114979,-63.8098213141,5.9600
,268.4782213446,-34.7527181606,5.9600
,11.0504126363,-38.4216817244,5.9600
,84.6582232010,-6.5739574899,5.9600
,54.7546521466,-5.6262134394,5.9600
,79.7103037159,-18.1300515213,5.9600
,328.7974757222,-61.8866096305,5.9600
,212.3959687350,-51.5046757471,5.9610
,292.7957114087,-68.4339202413,5.9610
,73.1963207755,27.8974898299,5.9610
,11.8484740194,6.7409715261,5.9610
,25.4134860811,30.0471200764,5.9610
,18.5317840076,16.1334762374,5.9620
,111.4633330612,-5.7749619326,5.9620
,259.5969505838,38.8114012775,5.9620
,119.7575057767,-45.2158394472,5.9630
,314.6743327613,-14.4831250536,5.9630
,44.0573635128,8.3815621930,5.9630
,266.2327692631,-57.5455402449,5.9640
,207.4396539752,61.4893073486,5.9640
,89.1168084589,9.5093930871,5.9640
,338.9015657073,-23.9910941280,5.9640
,233.8174941374,53.9221414978,5.9640
,152.6571604584,-41.7152474746,5.9650
,201.5475623859,-1.1924728556,5.9650
,320.7344102584,-9.3193280247,5.9650
,85.7246422625,-6.7961684014,5.9650
,73.7112875382,0.4671664261,5.9650
,310.0131633596,43.4588776036,5.9650
,206.6805140254,25.7022374799,5.9650
,66.2380315096,19.0420090962,5.9650
,321.2064663227,80.5248245375,5.9650
,217.4604902235,0.8289308688,5.9660
,175.8632824133,-37.1901607220,5.9660
,91.1670885070,-45.0789153933,5.9660
,340.2038212493,-57.4223191162,5.9670
,49.4406437918,39.2833726941,5.9670
,251.1655967195,-53.1523161791,5.9670
,300.8183316765,18.5009933397,5.9680
,302.0075930702,-0.6781846237,5.9680
,52.6539750112,-47.3751247643,5.9680
,160.4646684389,-79.7832881100,5.9690
,192.9872128929,-39.6804306739,5.9690
,6.8112815207,-25.5471734636,5.9690
,53.4127499910,54.9748602861,5.9690
,127.4401448069,-46.3316987366,5.9690
,272.9380132618,33.4470587577,5.9700
,237.0554412383,13.7890802787,5.9700
,155.8603259390,-4.0740328393,5.9700
,349.5971759606,41.7736678533,5.9700
,14.6294249535,66.3517937811,5.9700
,57.2837906977,43.9631393454,5.9700
,111.9289030644,-22.8591905530,5.9700
,87.1455843964,-4.0946449410,5.9700
,270.9685208546,-24.3607311817,5.9700
,286.4215842125,-15.6604195969,5.9700
HD 119361AB,205.9170182338,-42.0675206863,5.9700
,47.6616380872,11.8726184800,5.9700
,185.0448769890,-22.1757180300,5.9700
,347.5405641723,-40.5915464543,5.9700
,99.8750000000,13.1166666667,5.9700
,75.0764152023,39.3947053326,5.9700
,133.5613834292,30.5791206668,5.9700
,89.7218077375,12.8082661417,5.9700
,20.8539538768,20.4689684339,5.9710
,110.5144945299,0.1771216664,5.9710
,285.0148574044,-66.6536163814,5.9710
,271.2099105864,-35.9014410094,5.9720
,79.8486875916,-27.3688845044,5.9720
,210.3351103922,8.8948936219,5.9730
,354.8380723680,74.0026775574,5.9730
,228.5251778882,31.7878459363,5.9740
,261.9064711826,-29.7245668777,5.9740
,84.8797941077,-3.5647041898,5.9740
,40.3921442541,-14.5493069739,5.9740
,258.9227931319,23.7427588153,5.9750
,294.2185606485,11.2732006482,5.9750
,88.6834858456,0.9686156470,5.9750
,319.3093638746,55.7980016619,5.9750
,193.5777473430,-11.6485698138,5.9750
,345.6843771116,-20.8707117493,5.9760
,87.6251142956,2.0247029093,5.9760
,310.5124469137,-76.1805920601,5.9770
,257.0618947162,-17.6090507719,5.9770
,226.6383242360,-30.9184815770,5.9770
,16.0099605179,52.5021618445,5.9770
,227.5305195545,-38.7925099717,5.9780
,99.9488215286,12.9827697938,5.9780
,21.5778595538,43.4577416488,5.9780
,159.7484178311,-58.8168540028,5.9790
,329.7230135167,62.6979881547,5.9790
,24.9200764434,16.4058551361,5.9790
,351.9182764449,25.1672792975,5.9790
,183.0915827538,-62.9507738787,5.9800
,14.5592455637,33.9508844692,5.9800
,96.3041653171,7.0857107175,5.9800
,309.7707002317,15.8381975534,5.9800
,275.6471608551,12.0296809311,5.9800
,196.8512363875,-59.8605066217,5.9800
,145.4496948555,-55.2137615019,5.9800
,125.1680071933,72.4072315019,5.9800
,261.4765185888,16.9175777792,5.9800
HD 79416AB,138.1271829515,-43.6132548872,5.9800
,332.6406128276,-4.2668552207,5.9800
,2.0730517949,-8.8241116233,5.9800
,207.9591673778,-32.9946764864,5.9800
,257.9111919104,-48.8733902632,5.9800
,10.6747906487,-60.2628065626,5.9800
,256.5841229477,-37.2275917932,5.9800
,173.6228601847,-32.8313396648,5.9800
,254.2750000000,-40.9333333333,5.9800
,262.5991662389,-1.0630216316,5.9810
,71.5701122565,18.7346921344,5.9810
,190.7882442527,-56.1762272919,5.9820
,251.2507913411,-28.5096571314,5.9820
,189.6858878202,-18.2501034453,5.9820
,217.7951646493,-38.8697110056,5.9830
,94.1482834529,-39.2643931187,5.9830
,354.5995260254,-76.8695435167,5.9830
,93.8238623243,-18.4772407350,5.9840
,84.8263064730,29.2152191258,5.9840
,343.2657688023,60.1010309928,5.9840
,262.8470150540,-56.9209634428,5.9840
,133.0417707068,42.0027329518,5.9840
,262.2337055300,-36.7782804549,5.9850
,141.5929602993,-1.4640749463,5.9850
,88.0975265456,19.8678472715,5.9850
,105.9649946598,12.5942425383,5.9850
,336.9427286717,31.8400461877,5.9860
,65.8848595244,20.9820450236,5.9860
,30.7186495830,64.9014640117,5.9860
,230.6552324618,62.0470638648,5.9860
,110.2288140709,-26.9638368029,5.9860
,35.7179553982,-73.6457924341,5.9870
,182.6920631546,27.2815060973,5.9870
,126.3291739287,-21.0459562689,5.9870
,321.6873739970,52.8985362292,5.9870
,253.3231252854,47.4167121143,5.9870
,342.8372436159,-29.5363065770,5.9870
,40.5275302913,-38.3836870044,5.9880
,313.6847968958,75.9255725413,5.9880
,141.0228968570,-61.6489046569,5.9880
,52.4130724857,-6.8044547699,5.9880
,38.2255912636,15.0345355763,5.9880
,127.2125108679,-9.7485867871,5.9890
,358.8894811405,47.3558038244,5.9890
,37.6883468545,0.2557518828,5.9900
,121.5766480598,22.6354876549,5.9900
,194.6972486443,75.4725220494,5.9900
,157.9860039431,-45.0696540678,5.9900
,197.4110463600,37.4231195543,5.9900
,120.3762013794,16.4553110342,5.9900
,146.7781256587,-65.0728618798,5.9900
,101.5598465708,59.4418200718,5.9900
,224.1335627855,-47.8791967317,5.9900
,169.8184730910,-64.5824900940,5.9900
,341.0217364721,39.4653479419,5.9900
,163.4253268698,-70.7203375396,5.9900
,184.5398852848,-3.9487807221,5.9900
,295.2730346246,13.8156806147,5.9900
,235.2462518316,16.0245892276,5.9910
,82.7027131238,41.4619922108,5.9910
,156.8553490904,-65.7046618834,5.9910
,312.4073637672,12.5451274660,5.9910
,259.5205947512,17.3178839081,5.9920
,279.9700681466,52.1960878272,5.9920
,215.9524188285,-53.1762442780,5.9930
,274.9669576061,29.6663909464,5.9930
,240.8931620061,-32.0005345073,5.9930
,207.6028279570,5.4972213502,5.9930
,138.8234952045,-58.3883777557,5.9930
,49.1466190415,32.1840297300,5.9940
,76.6237916074,61.1697498691,5.9940
,86.6895701211,15.8224951298,5.9940
,265.3408222337,51.8181478928,5.9940
,315.0166243945,7.5161882527,5.9950
,120.0612050855,-48.9815115222,5.9960
,114.9916295619,-37.5794242781,5.9960
,253.8528700759,-63.2696604717,5.9960
,258.2439912290,-32.4383316603,5.9970
,116.3713969975,-14.6905347248,5.9970
,315.3036031811,36.0260118274,5.9970
,77.4378905531,28.0304684762,5.9970
,9.9664588302,-44.7962920101,5.9980
,133.2657458385,-56.6494854266,5.9980
,310.3175330596,14.5828779490,5.9980
,203.0116937281,-18.7288778432,5.9980
,67.9656618557,15.8516239274,5.9980
,300.3493612877,-22.7373089032,5.9990
,209.6662794781,14.6492737942,5.9990
,32.8426090322,-10.0521609097,5.9990
,32.8002286021,25.9369422650,5.9990
,218.6604157131,36.6260634997,5.9990
,223.3490228042,19.1527979774,6.0000
,93.8736379048,-4.9147179678,6.0000
,285.7658552059,-19.2456834991,6.0000
,204.7039710385,-57.6227158304,6.0000
,218.0842755658,26.6772892589,6.0000
,133.5747795686,-5.4344595274,6.0000
,96.3673926461,14.7219922637,6.0000
,95.6516351067,12.5702369881,6.0000
,336.5228108462,-48.4385410897,6.0000
,58.8172138814,-12.0990910313,6.0000
,132.5875698487,-42.0897908428,6.0000
,164.8866138132,36.0931007290,6.0000
,204.9991969220,-49.9499597459,6.0000
,205.7337930691,-56.7679684398,6.0000
,330.0330209544,6.7174472724,6.0000
,358.8909945660,57.4121687107,6.0000
,320.0395146001,-45.0218912862,6.0000
,326.5677888073,-9.2759352284,6.0000
,270.1515602329,33.2136802418,6.0000
,13.7421068187,23.6283135143,6.0000
,15.9041808163,61.0748226003,6.0000
,274.2212542308,-3.0074020135,6.0000
,282.4206512934,-5.9128630145,6.0000
,71.6853199984,40.3125902506,6.0000
,208.5108333333,-61.8847222222,6.0000
,274.2482166300,-15.0111045745,6.0000
Great Bird Cluster,102.9625000000,0.4763888889,6.0000
,84.0825000000,34.1338888889,6.0000
,304.6031277859,55.3970961474,6.0000
,296.9522546435,25.3840587187,6.0010
,126.1782341467,42.0052393262,6.0010
,268.0196667175,39.9820889493,6.0010
,137.9205478713,-39.2588435844,6.0020
,119.6311289498,16.5186809620,6.0020
,192.9037067906,3.0567867280,6.0030
,330.1010337135,-55.8834868668,6.0040
,258.8345065092,-14.5841686091,6.0040
,29.6384798115,61.6977903152,6.0040
,225.9479773399,47.6544802574,6.0040
,237.8809078381,-47.0608041219,6.0050
,105.2713072716,-58.9399373292,6.0050
,158.1992053331,-58.6667441552,6.0060
,195.1360079043,-33.5050964874,6.0070
,156.8668488200,41.6009910815,6.0070
,75.3938432230,-39.7180463424,6.0070
,322.5847113037,52.9579956393,6.0070
,217.6891264486,4.7722857937,6.0070
,16.2193246352,5.6562647342,6.0070
,120.4268349478,60.3243907870,6.0080
,299.1839258865,36.2505958185,6.0090
,235.6551085143,-49.4895340937,6.0100
,106.3265370714,22.6374582532,6.0100
,274.0232180251,2.3775172173,6.0100
,250.9653649214,34.0388025497,6.0100
,87.0007811875,6.4538962972,6.0100
,222.1585264081,-36.6346968587,6.0100
,209.1372650273,-54.7046620159,6.0100
,23.8125963870,-58.1394744081,6.0100
,269.6627077335,-28.7590862391,6.0100
,236.8712542346,-37.9163119228,6.0100
,54.6986306042,-27.9430531221,6.0100
,103.3500000000,11.0000000000,6.0100
,3.7451681673,8.8209613255,6.0100
,328.8791604853,65.3208111627,6.0100
,326.3701198577,-71.0088497165,6.0110
,291.1257504313,-27.8659415154,6.0110
,137.5869095871,21.9964165035,6.0110
,68.4507293296,9.4135611588,6.0110
,159.0694120872,-16.3443267810,6.0120
,155.1297958364,54.2168388251,6.0120
,289.9711117271,11.5349640857,6.0120
,116.3251782577,-43.7525659445,6.0120
,104.3047389068,57.5632863120,6.0130
,115.1480145310,-8.1854298593,6.0130
,123.4945843121,-36.3407762698,6.0140
,162.0225281876,-59.9191625064,6.0150
,250.8422799813,-67.4323866014,6.0150
,147.8084653878,-4.2433500918,6.0160
,243.6393466407,73.3948911072,6.0160
,103.2647526313,35.7879987527,6.0160
,103.7454881140,-2.8035896874,6.0170
,205.9782422291,52.0644133662,6.0180
,251.3736451753,1.0201630065,6.0180
,277.7622865290,-41.9138340505,6.0180
,281.2980294161,-61.0951931515,6.0190
,228.1415794809,-72.7706009416,6.0190
,180.5843304573,-85.6317573243,6.0190
,43.0792683466,-62.9095912624,6.0190
,69.1214576569,23.3408393238,6.0190
,352.8623393295,-44.8435814382,6.0200
,231.9119713530,25.1016186056,6.0200
,187.4912098679,-41.7358973396,6.0200
,359.2651344997,42.6582324325,6.0200
,117.7737964894,54.1292412299,6.0200
,190.3912931082,62.7130395893,6.0200
,126.2383613529,-42.7698352993,6.0200
,194.0731858355,54.0994903041,6.0200
,186.3129517892,23.9262013916,6.0200
,160.5469539755,31.6969959371,6.0200
,273.8040376162,-20.3879697351,6.0200
,179.9063324500,-78.2219251389,6.0200
,212.1131810260,-74.8502869295,6.0200
,268.2400499803,-35.6243097098,6.0200
,199.7677133774,35.1279810533,6.0200
,176.0548472003,25.2183209467,6.0200
,31.7051454056,25.7045563005,6.0200
,10.9586893714,-12.0118263456,6.0200
,166.1301182200,38.2413611307,6.0200
,266.7835336958,17.6970115722,6.0200
,131.1248260676,-65.8254305632,6.0210
,87.0931775330,20.8694852145,6.0210
,104.7618638542,38.0523184244,6.0210
,128.0206545598,-53.2119165711,6.0210
,185.9458836599,42.5427395079,6.0220
,18.6766331675,6.9951381771,6.0220
,126.1518138608,-4.7169992460,6.0220
,47.6126956249,26.8962357133,6.0220
,49.4961451969,-66.9268520281,6.0220
,297.7551520710,-65.6050882861,6.0220
,339.8930546126,37.5928170337,6.0230
,22.4702612784,18.3556687305,6.0230
,119.3161714721,8.6412177614,6.0230
,34.5191023483,57.5163220559,6.0230
,186.8534410575,-63.7889849123,6.0230
,78.4722240795,-52.0307545563,6.0230
,84.3639897217,-5.9383901387,6.0240
,11.5450499543,44.8614999384,6.0240
,19.0788426556,33.1147192237,6.0260
,75.4001841788,61.0779973216,6.0260
,197.7434685726,-52.5668980282,6.0260
,140.1236245052,-37.5816894074,6.0270
,286.8785091784,-28.6368006757,6.0270
,154.8202649476,-12.5281226245,6.0270
,277.4448324492,-14.5819874523,6.0270
,262.9545770878,-46.0367864311,6.0280
,252.1124077968,-14.9094180931,6.0280
,239.0284930266,-39.8643634030,6.0280
,72.1859348542,3.5885307371,6.0280
,44.5096978929,38.6149263733,6.0280
,288.7612104375,20.2031168307,6.0280
,226.8348689438,18.4418245761,6.0290
,128.5556087523,8.4523066782,6.0290
,89.2338272591,24.2496887633,6.0290
,170.8247947633,0.1320454775,6.0290
,269.6763418611,36.2877931771,6.0300
,52.1106977991,22.8040093102,6.0300
,316.7302660185,38.7420440333,6.0300
,170.7135152482,64.3305114784,6.0300
,310.1511573556,29.8055532704,6.0300
,108.6177206494,-10.3162455063,6.0300
,195.7722325714,-71.4757339668,6.0300
,264.9896577870,31.2024695834,6.0300
,157.9528245133,-28.2371014609,6.0300
,166.6220302298,-58.6750240710,6.0300
,274.4010240909,-34.1072659660,6.0300
,190.4558032798,-19.7590947087,6.0300
,358.6609214460,-40.3000616327,6.0300
,99.6476076360,-16.8735465566,6.0300
,128.0206648258,-53.2119140312,6.0300
,283.7187921771,33.9685713330,6.0300
,44.1387555774,47.1640049685,6.0300
,93.7190378000,22.5067525000,6.0300
,97.0603494230,70.5353190665,6.0300
,219.5807230336,-38.7941866005,6.0310
,41.3371106625,4.7116319091,6.0310
,76.2271895633,-3.0396760710,6.0310
,179.7952604954,-51.6967617160,6.0310
,297.2983794075,-28.7889703662,6.0310
,117.9181584018,-42.8882038395,6.0320
,239.7683158055,49.8810439757,6.0320
,335.7521689927,62.4193586831,6.0320
,157.1831627333,-3.7423910304,6.0320
,117.9865519462,19.3250849527,6.0320
,83.9007445774,-78.8208691329,6.0330
,273.2700792903,38.7734905672,6.0330
,149.5317933700,8.3139779912,6.0330
,101.3473495897,-23.4624316757,6.0330
,91.5935220579,29.5124120101,6.0330
,229.0435855895,-43.4849965458,6.0340
,221.8068749393,-21.3248734239,6.0340
,187.8392283652,7.6043086012,6.0340
,164.0604944214,42.0081547458,6.0340
,293.9512680652,36.9445407427,6.0340
,255.2438240340,-86.3642974142,6.0350
,46.1586104728,1.8636039378,6.0350
,177.3116185258,16.2428802214,6.0360
,92.8662951278,13.6385615319,6.0360
,280.9004553206,36.5566063387,6.0370
,320.3414064873,32.6127356497,6.0370
,318.7775739703,-17.3451787779,6.0370
,315.4386640276,-26.8809981848,6.0370
,63.4367669494,72.1261485536,6.0370
,90.3045734547,-25.4177609433,6.0370
,69.5905227236,-77.6560051277,6.0380
,245.0178136331,21.1326122670,6.0380
,111.3332264768,-21.9825894438,6.0380
,59.2658632664,23.1755419730,6.0380
,285.2300062827,33.8021562306,6.0380
,141.6837270480,-64.9297006443,6.0390
,7.0529287495,16.4450682522,6.0390
,76.6530952684,-13.1226212775,6.0390
,90.2518899211,27.5723616168,6.0400
,90.7025125151,49.9056787769,6.0400
,75.5825586223,74.2693671561,6.0400
,245.9464498292,61.6964519028,6.0400
,97.0603527365,70.5353189371,6.0400
,288.1530549586,21.5545732961,6.0400
,85.1496139157,31.3581995204,6.0400
,156.9124538411,9.7623916681,6.0400
,297.2591838642,-10.8707721049,6.0400
,261.5791932699,7.5956405294,6.0400
,343.4080514592,-48.5982844246,6.0400
,139.0167911074,-44.8987215046,6.0400
,212.6287535884,-70.3054610944,6.0400
,26.9435285607,-80.1763087830,6.0400
